Main_Specialty_Code,Main_Specialty_Desc,Age_Group,Attendance_Count,Gender
903,Public Health Medicine,18,0,Female
950,Nursing,18,13919,Female
960,Allied Health Professional,18,34906,Female
990,Joint Consultant Clinics (Retired 1 April 2004),18,5,Female
&,Not Known,20-24,986,Female
100,General Surgery,20-24,10831,Female
101,Urology,20-24,2898,Female
107,Vascular Surgery,20-24,32,Female
110,Trauma and Orthopaedics,20-24,17678,Female
120,Ear Nose and Throat,20-24,9835,Female
130,Ophthalmology,20-24,10387,Female
140,Oral Surgery,20-24,4060,Female
141,Restorative Dentistry,20-24,1496,Female
142,Paediatric Dentistry,20-24,80,Female
143,Orthodontics,20-24,20577,Female
145,Oral and Maxillofacial Surgery,20-24,3065,Female
146,Endodontics,20-24,57,Female
147,Periodontics,20-24,34,Female
148,Prosthodontics,20-24,36,Female
149,Surgical Dentistry,20-24,7,Female
150,Neurosurgery,20-24,951,Female
160,Plastic Surgery,20-24,3401,Female
170,Cardiothoracic Surgery,20-24,190,Female
171,Paediatric Surgery,20-24,102,Female
180,Emergency Medicine,20-24,1511,Female
190,Anaesthetics,20-24,3336,Female
191,Pain Management (Retired 1 April 2004),20-24,0,Female
192,Intensive Care Medicine,20-24,68,Female
300,General Internal Medicine,20-24,10574,Female
301,Gastroenterology,20-24,6825,Female
302,Endocrinology and Diabetes,20-24,4482,Female
303,Clinical Haematology,20-24,4177,Female
304,Clinical Physiology,20-24,828,Female
305,Clinical Pharmacology,20-24,38,Female
310,Audio Vestibular Medicine,20-24,1068,Female
311,Clinical Genetics,20-24,691,Female
313,Clinical Immunology,20-24,1067,Female
314,Rehabilitation Medicine,20-24,757,Female
315,Palliative Medicine,20-24,104,Female
317,Allergy,20-24,262,Female
320,Cardiology,20-24,8281,Female
321,Paediatric Cardiology,20-24,398,Female
325,Sport and Exercise Medicine,20-24,68,Female
326,Acute Internal Medicine,20-24,798,Female
330,Dermatology,20-24,16860,Female
340,Respiratory Medicine,20-24,3610,Female
350,Infectious Diseases,20-24,366,Female
352,Tropical Medicine,20-24,0,Female
360,Genitourinary Medicine,20-24,291,Female
361,Renal Medicine,20-24,1743,Female
370,Medical Oncology,20-24,820,Female
371,Nuclear Medicine,20-24,28,Female
400,Neurology,20-24,8329,Female
401,Clinical Neurophysiology,20-24,835,Female
410,Rheumatology,20-24,3933,Female
420,Paediatrics,20-24,2416,Female
421,Paediatric Neurology,20-24,110,Female
430,Geriatric Medicine,20-24,339,Female
450,Dental Medicine,20-24,1672,Female
451,Special Care Dentistry,20-24,97,Female
460,Medical Ophthalmology,20-24,83,Female
499,"Non-UK Provider; specialty function not known, treatment mainly medical",20-24,0,Female
500,Obstetrics and Gynaecology,20-24,1,Female
501,Obstetrics,20-24,30737,Female
502,Gynaecology,20-24,27518,Female
504,Community Sexual and Reproductive Health,20-24,1,Female
560,Midwifery,20-24,42035,Female
600,General Medical Practice,20-24,167,Female
601,General Dental Practice,20-24,163,Female
700,Learning Disability,20-24,514,Female
710,Adult Mental Illness,20-24,12677,Female
711,Child and Adolescent Psychiatry,20-24,5466,Female
712,Forensic Psychiatry,20-24,37,Female
713,Medical Psychotherapy,20-24,216,Female
715,Old Age Psychiatry,20-24,36,Female
800,Clinical Oncology,20-24,764,Female
810,Radiology,20-24,19229,Female
820,General Pathology,20-24,5,Female
821,Blood Transfusion,20-24,0,Female
822,Chemical Pathology,20-24,172,Female
823,Haematology,20-24,560,Female
824,Histopathology,20-24,53,Female
830,Immunopathology,20-24,76,Female
831,Medical Microbiology and Virology,20-24,0,Female
833,Medical Microbiology,20-24,6,Female
834,Medical Virology,20-24,45,Female
900,Community Medicine,20-24,391,Female
901,Occupational Medicine,20-24,108,Female
902,Community Health Services Dental,20-24,57,Female
903,Public Health Medicine,20-24,0,Female
950,Nursing,20-24,14710,Female
960,Allied Health Professional,20-24,32256,Female
990,Joint Consultant Clinics (Retired 1 April 2004),20-24,4,Female
&,Not Known,25-29,6498,Female
100,General Surgery,25-29,78367,Female
101,Urology,25-29,19887,Female
107,Vascular Surgery,25-29,255,Female
110,Trauma and Orthopaedics,25-29,90165,Female
120,Ear Nose and Throat,25-29,51436,Female
130,Ophthalmology,25-29,58899,Female
140,Oral Surgery,25-29,23440,Female
141,Restorative Dentistry,25-29,7578,Female
142,Paediatric Dentistry,25-29,196,Female
143,Orthodontics,25-29,40980,Female
145,Oral and Maxillofacial Surgery,25-29,16364,Female
146,Endodontics,25-29,667,Female
147,Periodontics,25-29,135,Female
148,Prosthodontics,25-29,114,Female
149,Surgical Dentistry,25-29,13,Female
150,Neurosurgery,25-29,5267,Female
160,Plastic Surgery,25-29,18118,Female
170,Cardiothoracic Surgery,25-29,869,Female
171,Paediatric Surgery,25-29,170,Female
180,Emergency Medicine,25-29,7747,Female
190,Anaesthetics,25-29,23462,Female
191,Pain Management (Retired 1 April 2004),25-29,0,Female
192,Intensive Care Medicine,25-29,156,Female
300,General Internal Medicine,25-29,67456,Female
301,Gastroenterology,25-29,45173,Female
302,Endocrinology and Diabetes,25-29,30467,Female
303,Clinical Haematology,25-29,23700,Female
304,Clinical Physiology,25-29,4778,Female
305,Clinical Pharmacology,25-29,216,Female
310,Audio Vestibular Medicine,25-29,4441,Female
311,Clinical Genetics,25-29,3624,Female
313,Clinical Immunology,25-29,6042,Female
314,Rehabilitation Medicine,25-29,4218,Female
315,Palliative Medicine,25-29,381,Female
317,Allergy,25-29,1513,Female
320,Cardiology,25-29,43658,Female
321,Paediatric Cardiology,25-29,1621,Female
325,Sport and Exercise Medicine,25-29,593,Female
326,Acute Internal Medicine,25-29,5232,Female
330,Dermatology,25-29,100257,Female
340,Respiratory Medicine,25-29,22487,Female
350,Infectious Diseases,25-29,3167,Female
352,Tropical Medicine,25-29,0,Female
360,Genitourinary Medicine,25-29,2035,Female
361,Renal Medicine,25-29,9354,Female
370,Medical Oncology,25-29,4842,Female
371,Nuclear Medicine,25-29,256,Female
400,Neurology,25-29,45981,Female
401,Clinical Neurophysiology,25-29,4264,Female
410,Rheumatology,25-29,23770,Female
420,Paediatrics,25-29,4554,Female
421,Paediatric Neurology,25-29,111,Female
430,Geriatric Medicine,25-29,1919,Female
450,Dental Medicine,25-29,5256,Female
451,Special Care Dentistry,25-29,470,Female
460,Medical Ophthalmology,25-29,634,Female
499,"Non-UK Provider; specialty function not known, treatment mainly medical",25-29,0,Female
500,Obstetrics and Gynaecology,25-29,19,Female
501,Obstetrics,25-29,293921,Female
502,Gynaecology,25-29,247084,Female
504,Community Sexual and Reproductive Health,25-29,25,Female
560,Midwifery,25-29,443995,Female
600,General Medical Practice,25-29,956,Female
601,General Dental Practice,25-29,316,Female
700,Learning Disability,25-29,2892,Female
710,Adult Mental Illness,25-29,66887,Female
711,Child and Adolescent Psychiatry,25-29,21165,Female
712,Forensic Psychiatry,25-29,265,Female
713,Medical Psychotherapy,25-29,1516,Female
715,Old Age Psychiatry,25-29,425,Female
800,Clinical Oncology,25-29,5241,Female
810,Radiology,25-29,136419,Female
820,General Pathology,25-29,88,Female
821,Blood Transfusion,25-29,0,Female
822,Chemical Pathology,25-29,1144,Female
823,Haematology,25-29,3389,Female
824,Histopathology,25-29,230,Female
830,Immunopathology,25-29,332,Female
831,Medical Microbiology and Virology,25-29,26,Female
833,Medical Microbiology,25-29,45,Female
834,Medical Virology,25-29,261,Female
900,Community Medicine,25-29,2520,Female
901,Occupational Medicine,25-29,727,Female
902,Community Health Services Dental,25-29,196,Female
903,Public Health Medicine,25-29,0,Female
950,Nursing,25-29,96017,Female
960,Allied Health Professional,25-29,204834,Female
990,Joint Consultant Clinics (Retired 1 April 2004),25-29,19,Female
&,Not Known,30-34,13299,Female
100,General Surgery,30-34,137505,Female
101,Urology,30-34,27533,Female
107,Vascular Surgery,30-34,525,Female
110,Trauma and Orthopaedics,30-34,113089,Female
120,Ear Nose and Throat,30-34,67688,Female
130,Ophthalmology,30-34,83253,Female
140,Oral Surgery,30-34,31710,Female
141,Restorative Dentistry,30-34,6840,Female
142,Paediatric Dentistry,30-34,22,Female
143,Orthodontics,30-34,9798,Female
145,Oral and Maxillofacial Surgery,30-34,20602,Female
146,Endodontics,30-34,793,Female
147,Periodontics,30-34,228,Female
148,Prosthodontics,30-34,144,Female
149,Surgical Dentistry,30-34,7,Female
150,Neurosurgery,30-34,8138,Female
160,Plastic Surgery,30-34,21426,Female
170,Cardiothoracic Surgery,30-34,1224,Female
171,Paediatric Surgery,30-34,163,Female
180,Emergency Medicine,30-34,8432,Female
190,Anaesthetics,30-34,39555,Female
191,Pain Management (Retired 1 April 2004),30-34,1,Female
192,Intensive Care Medicine,30-34,378,Female
300,General Internal Medicine,30-34,110920,Female
301,Gastroenterology,30-34,65216,Female
302,Endocrinology and Diabetes,30-34,51166,Female
303,Clinical Haematology,30-34,31611,Female
304,Clinical Physiology,30-34,6086,Female
305,Clinical Pharmacology,30-34,370,Female
310,Audio Vestibular Medicine,30-34,5576,Female
311,Clinical Genetics,30-34,6652,Female
313,Clinical Immunology,30-34,6417,Female
314,Rehabilitation Medicine,30-34,6161,Female
315,Palliative Medicine,30-34,544,Female
317,Allergy,30-34,1896,Female
320,Cardiology,30-34,51389,Female
321,Paediatric Cardiology,30-34,2899,Female
325,Sport and Exercise Medicine,30-34,582,Female
326,Acute Internal Medicine,30-34,7006,Female
330,Dermatology,30-34,126146,Female
340,Respiratory Medicine,30-34,33862,Female
350,Infectious Diseases,30-34,5114,Female
352,Tropical Medicine,30-34,0,Female
360,Genitourinary Medicine,30-34,1899,Female
361,Renal Medicine,30-34,14783,Female
370,Medical Oncology,30-34,10081,Female
371,Nuclear Medicine,30-34,380,Female
400,Neurology,30-34,60715,Female
401,Clinical Neurophysiology,30-34,5323,Female
410,Rheumatology,30-34,38353,Female
420,Paediatrics,30-34,6096,Female
421,Paediatric Neurology,30-34,83,Female
430,Geriatric Medicine,30-34,2377,Female
450,Dental Medicine,30-34,4247,Female
451,Special Care Dentistry,30-34,504,Female
460,Medical Ophthalmology,30-34,936,Female
499,"Non-UK Provider; specialty function not known, treatment mainly medical",30-34,0,Female
500,Obstetrics and Gynaecology,30-34,39,Female
501,Obstetrics,30-34,662484,Female
502,Gynaecology,30-34,522782,Female
504,Community Sexual and Reproductive Health,30-34,27,Female
560,Midwifery,30-34,1032277,Female
600,General Medical Practice,30-34,1152,Female
601,General Dental Practice,30-34,143,Female
700,Learning Disability,30-34,2805,Female
710,Adult Mental Illness,30-34,71871,Female
711,Child and Adolescent Psychiatry,30-34,6001,Female
712,Forensic Psychiatry,30-34,305,Female
713,Medical Psychotherapy,30-34,1912,Female
715,Old Age Psychiatry,30-34,307,Female
800,Clinical Oncology,30-34,10125,Female
810,Radiology,30-34,239454,Female
820,General Pathology,30-34,189,Female
821,Blood Transfusion,30-34,0,Female
822,Chemical Pathology,30-34,2057,Female
823,Haematology,30-34,5511,Female
824,Histopathology,30-34,164,Female
830,Immunopathology,30-34,457,Female
831,Medical Microbiology and Virology,30-34,92,Female
833,Medical Microbiology,30-34,65,Female
834,Medical Virology,30-34,306,Female
900,Community Medicine,30-34,4276,Female
901,Occupational Medicine,30-34,1083,Female
902,Community Health Services Dental,30-34,209,Female
903,Public Health Medicine,30-34,2,Female
950,Nursing,30-34,157965,Female
960,Allied Health Professional,30-34,327540,Female
990,Joint Consultant Clinics (Retired 1 April 2004),30-34,14,Female
&,Not Known,35-39,18239,Female
100,General Surgery,35-39,207984,Female
101,Urology,35-39,32696,Female
107,Vascular Surgery,35-39,895,Female
110,Trauma and Orthopaedics,35-39,134882,Female
120,Ear Nose and Throat,35-39,84212,Female
130,Ophthalmology,35-39,101251,Female
140,Oral Surgery,35-39,32523,Female
141,Restorative Dentistry,35-39,7628,Female
142,Paediatric Dentistry,35-39,4,Female
143,Orthodontics,35-39,6825,Female
145,Oral and Maxillofacial Surgery,35-39,21412,Female
146,Endodontics,35-39,846,Female
147,Periodontics,35-39,267,Female
148,Prosthodontics,35-39,71,Female
149,Surgical Dentistry,35-39,23,Female
150,Neurosurgery,35-39,12119,Female
160,Plastic Surgery,35-39,25072,Female
170,Cardiothoracic Surgery,35-39,1494,Female
171,Paediatric Surgery,35-39,248,Female
180,Emergency Medicine,35-39,8992,Female
190,Anaesthetics,35-39,56174,Female
191,Pain Management (Retired 1 April 2004),35-39,0,Female
192,Intensive Care Medicine,35-39,503,Female
300,General Internal Medicine,35-39,158327,Female
301,Gastroenterology,35-39,80326,Female
302,Endocrinology and Diabetes,35-39,69010,Female
303,Clinical Haematology,35-39,41620,Female
304,Clinical Physiology,35-39,7556,Female
305,Clinical Pharmacology,35-39,592,Female
310,Audio Vestibular Medicine,35-39,7099,Female
311,Clinical Genetics,35-39,9524,Female
313,Clinical Immunology,35-39,6719,Female
314,Rehabilitation Medicine,35-39,7830,Female
315,Palliative Medicine,35-39,782,Female
317,Allergy,35-39,1764,Female
320,Cardiology,35-39,63632,Female
321,Paediatric Cardiology,35-39,4196,Female
325,Sport and Exercise Medicine,35-39,582,Female
326,Acute Internal Medicine,35-39,8366,Female
330,Dermatology,35-39,132181,Female
340,Respiratory Medicine,35-39,43368,Female
350,Infectious Diseases,35-39,6610,Female
352,Tropical Medicine,35-39,0,Female
360,Genitourinary Medicine,35-39,1814,Female
361,Renal Medicine,35-39,21428,Female
370,Medical Oncology,35-39,22091,Female
371,Nuclear Medicine,35-39,543,Female
400,Neurology,35-39,74274,Female
401,Clinical Neurophysiology,35-39,7242,Female
410,Rheumatology,35-39,57420,Female
420,Paediatrics,35-39,7279,Female
421,Paediatric Neurology,35-39,110,Female
430,Geriatric Medicine,35-39,3156,Female
450,Dental Medicine,35-39,4477,Female
451,Special Care Dentistry,35-39,611,Female
460,Medical Ophthalmology,35-39,952,Female
499,"Non-UK Provider; specialty function not known, treatment mainly medical",35-39,0,Female
500,Obstetrics and Gynaecology,35-39,53,Female
501,Obstetrics,35-39,924200,Female
502,Gynaecology,35-39,685182,Female
504,Community Sexual and Reproductive Health,35-39,36,Female
560,Midwifery,35-39,1442899,Female
600,General Medical Practice,35-39,1235,Female
601,General Dental Practice,35-39,125,Female
700,Learning Disability,35-39,2908,Female
710,Adult Mental Illness,35-39,71756,Female
711,Child and Adolescent Psychiatry,35-39,4486,Female
712,Forensic Psychiatry,35-39,682,Female
713,Medical Psychotherapy,35-39,2219,Female
715,Old Age Psychiatry,35-39,371,Female
800,Clinical Oncology,35-39,23769,Female
810,Radiology,35-39,321671,Female
820,General Pathology,35-39,261,Female
821,Blood Transfusion,35-39,0,Female
822,Chemical Pathology,35-39,2939,Female
823,Haematology,35-39,7592,Female
824,Histopathology,35-39,246,Female
830,Immunopathology,35-39,400,Female
831,Medical Microbiology and Virology,35-39,127,Female
833,Medical Microbiology,35-39,50,Female
834,Medical Virology,35-39,276,Female
900,Community Medicine,35-39,5985,Female
901,Occupational Medicine,35-39,1123,Female
902,Community Health Services Dental,35-39,183,Female
903,Public Health Medicine,35-39,6,Female
950,Nursing,35-39,203849,Female
960,Allied Health Professional,35-39,432620,Female
990,Joint Consultant Clinics (Retired 1 April 2004),35-39,15,Female
&,Not Known,40-44,15072,Female
100,General Surgery,40-44,253157,Female
101,Urology,40-44,37598,Female
107,Vascular Surgery,40-44,1284,Female
110,Trauma and Orthopaedics,40-44,162322,Female
120,Ear Nose and Throat,40-44,96101,Female
130,Ophthalmology,40-44,111625,Female
140,Oral Surgery,40-44,29808,Female
141,Restorative Dentistry,40-44,8559,Female
142,Paediatric Dentistry,40-44,8,Female
143,Orthodontics,40-44,5027,Female
145,Oral and Maxillofacial Surgery,40-44,21174,Female
146,Endodontics,40-44,921,Female
147,Periodontics,40-44,342,Female
148,Prosthodontics,40-44,188,Female
149,Surgical Dentistry,40-44,7,Female
150,Neurosurgery,40-44,15826,Female
160,Plastic Surgery,40-44,28050,Female
170,Cardiothoracic Surgery,40-44,1761,Female
171,Paediatric Surgery,40-44,251,Female
180,Emergency Medicine,40-44,8494,Female
190,Anaesthetics,40-44,65083,Female
191,Pain Management (Retired 1 April 2004),40-44,2,Female
192,Intensive Care Medicine,40-44,477,Female
300,General Internal Medicine,40-44,154541,Female
301,Gastroenterology,40-44,91051,Female
302,Endocrinology and Diabetes,40-44,66259,Female
303,Clinical Haematology,40-44,47928,Female
304,Clinical Physiology,40-44,8977,Female
305,Clinical Pharmacology,40-44,745,Female
310,Audio Vestibular Medicine,40-44,8524,Female
311,Clinical Genetics,40-44,8804,Female
313,Clinical Immunology,40-44,6483,Female
314,Rehabilitation Medicine,40-44,9698,Female
315,Palliative Medicine,40-44,1437,Female
317,Allergy,40-44,1520,Female
320,Cardiology,40-44,70927,Female
321,Paediatric Cardiology,40-44,3143,Female
325,Sport and Exercise Medicine,40-44,740,Female
326,Acute Internal Medicine,40-44,8210,Female
330,Dermatology,40-44,125469,Female
340,Respiratory Medicine,40-44,50713,Female
350,Infectious Diseases,40-44,6978,Female
352,Tropical Medicine,40-44,0,Female
360,Genitourinary Medicine,40-44,2127,Female
361,Renal Medicine,40-44,26188,Female
370,Medical Oncology,40-44,41957,Female
371,Nuclear Medicine,40-44,677,Female
400,Neurology,40-44,77016,Female
401,Clinical Neurophysiology,40-44,8738,Female
410,Rheumatology,40-44,74130,Female
420,Paediatrics,40-44,4650,Female
421,Paediatric Neurology,40-44,79,Female
430,Geriatric Medicine,40-44,3523,Female
450,Dental Medicine,40-44,5458,Female
451,Special Care Dentistry,40-44,613,Female
460,Medical Ophthalmology,40-44,1093,Female
499,"Non-UK Provider; specialty function not known, treatment mainly medical",40-44,0,Female
500,Obstetrics and Gynaecology,40-44,75,Female
501,Obstetrics,40-44,601688,Female
502,Gynaecology,40-44,571598,Female
504,Community Sexual and Reproductive Health,40-44,29,Female
560,Midwifery,40-44,879863,Female
600,General Medical Practice,40-44,1338,Female
601,General Dental Practice,40-44,129,Female
700,Learning Disability,40-44,2128,Female
710,Adult Mental Illness,40-44,66653,Female
711,Child and Adolescent Psychiatry,40-44,3626,Female
712,Forensic Psychiatry,40-44,360,Female
713,Medical Psychotherapy,40-44,2386,Female
715,Old Age Psychiatry,40-44,558,Female
800,Clinical Oncology,40-44,46419,Female
810,Radiology,40-44,314225,Female
820,General Pathology,40-44,234,Female
821,Blood Transfusion,40-44,0,Female
822,Chemical Pathology,40-44,3523,Female
823,Haematology,40-44,9354,Female
824,Histopathology,40-44,199,Female
830,Immunopathology,40-44,376,Female
831,Medical Microbiology and Virology,40-44,102,Female
833,Medical Microbiology,40-44,64,Female
834,Medical Virology,40-44,298,Female
900,Community Medicine,40-44,7292,Female
901,Occupational Medicine,40-44,1206,Female
902,Community Health Services Dental,40-44,174,Female
903,Public Health Medicine,40-44,1,Female
950,Nursing,40-44,202482,Female
960,Allied Health Professional,40-44,429291,Female
990,Joint Consultant Clinics (Retired 1 April 2004),40-44,34,Female
&,Not Known,45-49,9162,Female
100,General Surgery,45-49,284153,Female
101,Urology,45-49,42209,Female
107,Vascular Surgery,45-49,1597,Female
110,Trauma and Orthopaedics,45-49,187297,Female
120,Ear Nose and Throat,45-49,99224,Female
130,Ophthalmology,45-49,126289,Female
140,Oral Surgery,45-49,26207,Female
141,Restorative Dentistry,45-49,8929,Female
142,Paediatric Dentistry,45-49,6,Female
143,Orthodontics,45-49,3686,Female
145,Oral and Maxillofacial Surgery,45-49,20707,Female
146,Endodontics,45-49,998,Female
147,Periodontics,45-49,498,Female
148,Prosthodontics,45-49,109,Female
149,Surgical Dentistry,45-49,4,Female
150,Neurosurgery,45-49,18890,Female
160,Plastic Surgery,45-49,32354,Female
170,Cardiothoracic Surgery,45-49,2190,Female
171,Paediatric Surgery,45-49,346,Female
180,Emergency Medicine,45-49,7736,Female
190,Anaesthetics,45-49,68564,Female
191,Pain Management (Retired 1 April 2004),45-49,3,Female
192,Intensive Care Medicine,45-49,427,Female
300,General Internal Medicine,45-49,122477,Female
301,Gastroenterology,45-49,95687,Female
302,Endocrinology and Diabetes,45-49,51674,Female
303,Clinical Haematology,45-49,49744,Female
304,Clinical Physiology,45-49,9327,Female
305,Clinical Pharmacology,45-49,686,Female
310,Audio Vestibular Medicine,45-49,9711,Female
311,Clinical Genetics,45-49,6762,Female
313,Clinical Immunology,45-49,6002,Female
314,Rehabilitation Medicine,45-49,11288,Female
315,Palliative Medicine,45-49,1898,Female
317,Allergy,45-49,1412,Female
320,Cardiology,45-49,75742,Female
321,Paediatric Cardiology,45-49,1245,Female
325,Sport and Exercise Medicine,45-49,728,Female
326,Acute Internal Medicine,45-49,7928,Female
330,Dermatology,45-49,117753,Female
340,Respiratory Medicine,45-49,58709,Female
350,Infectious Diseases,45-49,6140,Female
352,Tropical Medicine,45-49,0,Female
360,Genitourinary Medicine,45-49,2221,Female
361,Renal Medicine,45-49,28426,Female
370,Medical Oncology,45-49,64649,Female
371,Nuclear Medicine,45-49,707,Female
400,Neurology,45-49,79435,Female
401,Clinical Neurophysiology,45-49,9820,Female
410,Rheumatology,45-49,84249,Female
420,Paediatrics,45-49,1798,Female
421,Paediatric Neurology,45-49,59,Female
430,Geriatric Medicine,45-49,4274,Female
450,Dental Medicine,45-49,6016,Female
451,Special Care Dentistry,45-49,659,Female
460,Medical Ophthalmology,45-49,1023,Female
499,"Non-UK Provider; specialty function not known, treatment mainly medical",45-49,0,Female
500,Obstetrics and Gynaecology,45-49,50,Female
501,Obstetrics,45-49,191468,Female
502,Gynaecology,45-49,349534,Female
504,Community Sexual and Reproductive Health,45-49,18,Female
560,Midwifery,45-49,199864,Female
600,General Medical Practice,45-49,1401,Female
601,General Dental Practice,45-49,171,Female
700,Learning Disability,45-49,2050,Female
710,Adult Mental Illness,45-49,53201,Female
711,Child and Adolescent Psychiatry,45-49,1455,Female
712,Forensic Psychiatry,45-49,377,Female
713,Medical Psychotherapy,45-49,2041,Female
715,Old Age Psychiatry,45-49,436,Female
800,Clinical Oncology,45-49,69374,Female
810,Radiology,45-49,293556,Female
820,General Pathology,45-49,132,Female
821,Blood Transfusion,45-49,0,Female
822,Chemical Pathology,45-49,3963,Female
823,Haematology,45-49,10054,Female
824,Histopathology,45-49,165,Female
830,Immunopathology,45-49,425,Female
831,Medical Microbiology and Virology,45-49,92,Female
833,Medical Microbiology,45-49,63,Female
834,Medical Virology,45-49,300,Female
900,Community Medicine,45-49,9082,Female
901,Occupational Medicine,45-49,1318,Female
902,Community Health Services Dental,45-49,157,Female
903,Public Health Medicine,45-49,5,Female
950,Nursing,45-49,191656,Female
960,Allied Health Professional,45-49,406184,Female
990,Joint Consultant Clinics (Retired 1 April 2004),45-49,17,Female
&,Not Known,50-54,5480,Female
100,General Surgery,50-54,281276,Female
101,Urology,50-54,42542,Female
107,Vascular Surgery,50-54,1601,Female
110,Trauma and Orthopaedics,50-54,217716,Female
120,Ear Nose and Throat,50-54,97319,Female
130,Ophthalmology,50-54,145307,Female
140,Oral Surgery,50-54,24055,Female
141,Restorative Dentistry,50-54,9002,Female
142,Paediatric Dentistry,50-54,3,Female
143,Orthodontics,50-54,2390,Female
145,Oral and Maxillofacial Surgery,50-54,19781,Female
146,Endodontics,50-54,966,Female
147,Periodontics,50-54,519,Female
148,Prosthodontics,50-54,155,Female
149,Surgical Dentistry,50-54,9,Female
150,Neurosurgery,50-54,20303,Female
160,Plastic Surgery,50-54,32250,Female
170,Cardiothoracic Surgery,50-54,2731,Female
171,Paediatric Surgery,50-54,288,Female
180,Emergency Medicine,50-54,6596,Female
190,Anaesthetics,50-54,70983,Female
191,Pain Management (Retired 1 April 2004),50-54,3,Female
192,Intensive Care Medicine,50-54,519,Female
300,General Internal Medicine,50-54,113949,Female
301,Gastroenterology,50-54,90352,Female
302,Endocrinology and Diabetes,50-54,43906,Female
303,Clinical Haematology,50-54,55775,Female
304,Clinical Physiology,50-54,10225,Female
305,Clinical Pharmacology,50-54,636,Female
310,Audio Vestibular Medicine,50-54,10465,Female
311,Clinical Genetics,50-54,5126,Female
313,Clinical Immunology,50-54,5154,Female
314,Rehabilitation Medicine,50-54,12873,Female
315,Palliative Medicine,50-54,2701,Female
317,Allergy,50-54,1142,Female
320,Cardiology,50-54,80488,Female
321,Paediatric Cardiology,50-54,417,Female
325,Sport and Exercise Medicine,50-54,740,Female
326,Acute Internal Medicine,50-54,7997,Female
330,Dermatology,50-54,108188,Female
340,Respiratory Medicine,50-54,64312,Female
350,Infectious Diseases,50-54,6220,Female
352,Tropical Medicine,50-54,0,Female
360,Genitourinary Medicine,50-54,2820,Female
361,Renal Medicine,50-54,30055,Female
370,Medical Oncology,50-54,82365,Female
371,Nuclear Medicine,50-54,653,Female
400,Neurology,50-54,75288,Female
401,Clinical Neurophysiology,50-54,9839,Female
410,Rheumatology,50-54,87684,Female
420,Paediatrics,50-54,685,Female
421,Paediatric Neurology,50-54,65,Female
430,Geriatric Medicine,50-54,4849,Female
450,Dental Medicine,50-54,6158,Female
451,Special Care Dentistry,50-54,609,Female
460,Medical Ophthalmology,50-54,1193,Female
499,"Non-UK Provider; specialty function not known, treatment mainly medical",50-54,0,Female
500,Obstetrics and Gynaecology,50-54,25,Female
501,Obstetrics,50-54,58690,Female
502,Gynaecology,50-54,246892,Female
504,Community Sexual and Reproductive Health,50-54,12,Female
560,Midwifery,50-54,18152,Female
600,General Medical Practice,50-54,1330,Female
601,General Dental Practice,50-54,131,Female
700,Learning Disability,50-54,1481,Female
710,Adult Mental Illness,50-54,45689,Female
711,Child and Adolescent Psychiatry,50-54,893,Female
712,Forensic Psychiatry,50-54,291,Female
713,Medical Psychotherapy,50-54,1973,Female
715,Old Age Psychiatry,50-54,714,Female
800,Clinical Oncology,50-54,90698,Female
810,Radiology,50-54,290252,Female
820,General Pathology,50-54,120,Female
821,Blood Transfusion,50-54,0,Female
822,Chemical Pathology,50-54,3936,Female
823,Haematology,50-54,11478,Female
824,Histopathology,50-54,206,Female
830,Immunopathology,50-54,364,Female
831,Medical Microbiology and Virology,50-54,151,Female
833,Medical Microbiology,50-54,52,Female
834,Medical Virology,50-54,328,Female
900,Community Medicine,50-54,9677,Female
901,Occupational Medicine,50-54,1455,Female
902,Community Health Services Dental,50-54,160,Female
903,Public Health Medicine,50-54,5,Female
950,Nursing,50-54,186483,Female
960,Allied Health Professional,50-54,419542,Female
990,Joint Consultant Clinics (Retired 1 April 2004),50-54,42,Female
&,Not Known,55-59,6000,Female
100,General Surgery,55-59,315963,Female
101,Urology,55-59,53615,Female
107,Vascular Surgery,55-59,2135,Female
110,Trauma and Orthopaedics,55-59,327320,Female
120,Ear Nose and Throat,55-59,113674,Female
130,Ophthalmology,55-59,209951,Female
140,Oral Surgery,55-59,27789,Female
141,Restorative Dentistry,55-59,10935,Female
142,Paediatric Dentistry,55-59,4,Female
143,Orthodontics,55-59,2257,Female
145,Oral and Maxillofacial Surgery,55-59,23259,Female
146,Endodontics,55-59,1062,Female
147,Periodontics,55-59,450,Female
148,Prosthodontics,55-59,172,Female
149,Surgical Dentistry,55-59,12,Female
150,Neurosurgery,55-59,26631,Female
160,Plastic Surgery,55-59,40806,Female
170,Cardiothoracic Surgery,55-59,4114,Female
171,Paediatric Surgery,55-59,268,Female
180,Emergency Medicine,55-59,7173,Female
190,Anaesthetics,55-59,90011,Female
191,Pain Management (Retired 1 April 2004),55-59,2,Female
192,Intensive Care Medicine,55-59,682,Female
300,General Internal Medicine,55-59,140936,Female
301,Gastroenterology,55-59,107134,Female
302,Endocrinology and Diabetes,55-59,49674,Female
303,Clinical Haematology,55-59,70546,Female
304,Clinical Physiology,55-59,13207,Female
305,Clinical Pharmacology,55-59,688,Female
310,Audio Vestibular Medicine,55-59,13595,Female
311,Clinical Genetics,55-59,4802,Female
313,Clinical Immunology,55-59,5244,Female
314,Rehabilitation Medicine,55-59,16392,Female
