Main_Specialty_Code,Main_Specialty_Desc,Age_Group,Attendance_Count,Gender
120,Ear Nose and Throat,20-24,8860,Male
130,Ophthalmology,20-24,8532,Male
140,Oral Surgery,20-24,2893,Male
141,Restorative Dentistry,20-24,1322,Male
142,Paediatric Dentistry,20-24,78,Male
143,Orthodontics,20-24,16225,Male
145,Oral and Maxillofacial Surgery,20-24,2469,Male
146,Endodontics,20-24,58,Male
147,Periodontics,20-24,7,Male
148,Prosthodontics,20-24,18,Male
149,Surgical Dentistry,20-24,0,Male
150,Neurosurgery,20-24,887,Male
160,Plastic Surgery,20-24,4750,Male
170,Cardiothoracic Surgery,20-24,419,Male
171,Paediatric Surgery,20-24,93,Male
180,Emergency Medicine,20-24,1252,Male
190,Anaesthetics,20-24,2082,Male
191,Pain Management (Retired 1 April 2004),20-24,0,Male
192,Intensive Care Medicine,20-24,52,Male
300,General Internal Medicine,20-24,7391,Male
301,Gastroenterology,20-24,5961,Male
302,Endocrinology and Diabetes,20-24,2874,Male
303,Clinical Haematology,20-24,4073,Male
304,Clinical Physiology,20-24,485,Male
305,Clinical Pharmacology,20-24,21,Male
310,Audio Vestibular Medicine,20-24,761,Male
311,Clinical Genetics,20-24,418,Male
313,Clinical Immunology,20-24,837,Male
314,Rehabilitation Medicine,20-24,952,Male
315,Palliative Medicine,20-24,87,Male
317,Allergy,20-24,156,Male
320,Cardiology,20-24,6009,Male
321,Paediatric Cardiology,20-24,331,Male
325,Sport and Exercise Medicine,20-24,45,Male
326,Acute Internal Medicine,20-24,442,Male
330,Dermatology,20-24,12047,Male
340,Respiratory Medicine,20-24,2938,Male
350,Infectious Diseases,20-24,344,Male
352,Tropical Medicine,20-24,0,Male
360,Genitourinary Medicine,20-24,272,Male
361,Renal Medicine,20-24,2081,Male
370,Medical Oncology,20-24,808,Male
371,Nuclear Medicine,20-24,8,Male
400,Neurology,20-24,5866,Male
401,Clinical Neurophysiology,20-24,610,Male
410,Rheumatology,20-24,1648,Male
420,Paediatrics,20-24,2172,Male
421,Paediatric Neurology,20-24,69,Male
430,Geriatric Medicine,20-24,149,Male
450,Dental Medicine,20-24,1416,Male
451,Special Care Dentistry,20-24,92,Male
460,Medical Ophthalmology,20-24,54,Male
499,"Non-UK Provider; specialty function not known, treatment mainly medical",20-24,0,Male
501,Obstetrics,20-24,26,Male
502,Gynaecology,20-24,161,Male
504,Community Sexual and Reproductive Health,20-24,0,Male
560,Midwifery,20-24,2,Male
600,General Medical Practice,20-24,169,Male
601,General Dental Practice,20-24,119,Male
700,Learning Disability,20-24,1200,Male
710,Adult Mental Illness,20-24,6126,Male
711,Child and Adolescent Psychiatry,20-24,3117,Male
712,Forensic Psychiatry,20-24,46,Male
713,Medical Psychotherapy,20-24,83,Male
715,Old Age Psychiatry,20-24,14,Male
800,Clinical Oncology,20-24,754,Male
810,Radiology,20-24,10249,Male
820,General Pathology,20-24,5,Male
821,Blood Transfusion,20-24,0,Male
822,Chemical Pathology,20-24,118,Male
823,Haematology,20-24,533,Male
824,Histopathology,20-24,58,Male
830,Immunopathology,20-24,53,Male
831,Medical Microbiology and Virology,20-24,3,Male
833,Medical Microbiology,20-24,4,Male
834,Medical Virology,20-24,35,Male
900,Community Medicine,20-24,299,Male
901,Occupational Medicine,20-24,220,Male
902,Community Health Services Dental,20-24,93,Male
903,Public Health Medicine,20-24,0,Male
950,Nursing,20-24,10526,Male
960,Allied Health Professional,20-24,25249,Male
990,Joint Consultant Clinics (Retired 1 April 2004),20-24,1,Male
&,Not Known,25-29,1947,Male
100,General Surgery,25-29,33642,Male
101,Urology,25-29,25140,Male
107,Vascular Surgery,25-29,175,Male
110,Trauma and Orthopaedics,25-29,146431,Male
120,Ear Nose and Throat,25-29,41223,Male
130,Ophthalmology,25-29,49612,Male
140,Oral Surgery,25-29,15493,Male
141,Restorative Dentistry,25-29,6114,Male
142,Paediatric Dentistry,25-29,276,Male
143,Orthodontics,25-29,35076,Male
145,Oral and Maxillofacial Surgery,25-29,12036,Male
146,Endodontics,25-29,457,Male
147,Periodontics,25-29,134,Male
148,Prosthodontics,25-29,76,Male
149,Surgical Dentistry,25-29,9,Male
150,Neurosurgery,25-29,4263,Male
160,Plastic Surgery,25-29,23949,Male
170,Cardiothoracic Surgery,25-29,1586,Male
171,Paediatric Surgery,25-29,109,Male
180,Emergency Medicine,25-29,6173,Male
190,Anaesthetics,25-29,11891,Male
191,Pain Management (Retired 1 April 2004),25-29,0,Male
192,Intensive Care Medicine,25-29,187,Male
300,General Internal Medicine,25-29,37867,Male
301,Gastroenterology,25-29,33314,Male
302,Endocrinology and Diabetes,25-29,14683,Male
303,Clinical Haematology,25-29,20411,Male
304,Clinical Physiology,25-29,2746,Male
305,Clinical Pharmacology,25-29,129,Male
310,Audio Vestibular Medicine,25-29,3026,Male
311,Clinical Genetics,25-29,1690,Male
313,Clinical Immunology,25-29,3014,Male
314,Rehabilitation Medicine,25-29,4620,Male
315,Palliative Medicine,25-29,303,Male
317,Allergy,25-29,662,Male
320,Cardiology,25-29,30131,Male
321,Paediatric Cardiology,25-29,708,Male
325,Sport and Exercise Medicine,25-29,289,Male
326,Acute Internal Medicine,25-29,2603,Male
330,Dermatology,25-29,55228,Male
340,Respiratory Medicine,25-29,17552,Male
350,Infectious Diseases,25-29,2956,Male
352,Tropical Medicine,25-29,0,Male
360,Genitourinary Medicine,25-29,1501,Male
361,Renal Medicine,25-29,10795,Male
370,Medical Oncology,25-29,4917,Male
371,Nuclear Medicine,25-29,93,Male
400,Neurology,25-29,27645,Male
401,Clinical Neurophysiology,25-29,2760,Male
410,Rheumatology,25-29,8951,Male
420,Paediatrics,25-29,1961,Male
421,Paediatric Neurology,25-29,92,Male
430,Geriatric Medicine,25-29,708,Male
450,Dental Medicine,25-29,4390,Male
451,Special Care Dentistry,25-29,514,Male
460,Medical Ophthalmology,25-29,419,Male
499,"Non-UK Provider; specialty function not known, treatment mainly medical",25-29,0,Male
501,Obstetrics,25-29,415,Male
502,Gynaecology,25-29,1542,Male
504,Community Sexual and Reproductive Health,25-29,0,Male
560,Midwifery,25-29,77,Male
600,General Medical Practice,25-29,709,Male
601,General Dental Practice,25-29,258,Male
700,Learning Disability,25-29,4501,Male
710,Adult Mental Illness,25-29,36709,Male
711,Child and Adolescent Psychiatry,25-29,17237,Male
712,Forensic Psychiatry,25-29,442,Male
713,Medical Psychotherapy,25-29,625,Male
715,Old Age Psychiatry,25-29,181,Male
800,Clinical Oncology,25-29,4524,Male
810,Radiology,25-29,58921,Male
820,General Pathology,25-29,43,Male
821,Blood Transfusion,25-29,0,Male
822,Chemical Pathology,25-29,789,Male
823,Haematology,25-29,2576,Male
824,Histopathology,25-29,168,Male
830,Immunopathology,25-29,259,Male
831,Medical Microbiology and Virology,25-29,41,Male
833,Medical Microbiology,25-29,70,Male
834,Medical Virology,25-29,157,Male
900,Community Medicine,25-29,1867,Male
901,Occupational Medicine,25-29,1089,Male
902,Community Health Services Dental,25-29,357,Male
903,Public Health Medicine,25-29,0,Male
950,Nursing,25-29,53351,Male
960,Allied Health Professional,25-29,133037,Male
990,Joint Consultant Clinics (Retired 1 April 2004),25-29,25,Male
&,Not Known,30-34,2919,Male
100,General Surgery,30-34,51595,Male
101,Urology,30-34,36684,Male
107,Vascular Surgery,30-34,294,Male
110,Trauma and Orthopaedics,30-34,163941,Male
120,Ear Nose and Throat,30-34,51149,Male
130,Ophthalmology,30-34,66883,Male
140,Oral Surgery,30-34,20181,Male
141,Restorative Dentistry,30-34,5481,Male
142,Paediatric Dentistry,30-34,19,Male
143,Orthodontics,30-34,8231,Male
145,Oral and Maxillofacial Surgery,30-34,14270,Male
146,Endodontics,30-34,600,Male
147,Periodontics,30-34,94,Male
148,Prosthodontics,30-34,77,Male
149,Surgical Dentistry,30-34,2,Male
150,Neurosurgery,30-34,5981,Male
160,Plastic Surgery,30-34,26302,Male
170,Cardiothoracic Surgery,30-34,1540,Male
171,Paediatric Surgery,30-34,42,Male
180,Emergency Medicine,30-34,6746,Male
190,Anaesthetics,30-34,16691,Male
191,Pain Management (Retired 1 April 2004),30-34,0,Male
192,Intensive Care Medicine,30-34,220,Male
300,General Internal Medicine,30-34,46784,Male
301,Gastroenterology,30-34,48774,Male
302,Endocrinology and Diabetes,30-34,16899,Male
303,Clinical Haematology,30-34,22824,Male
304,Clinical Physiology,30-34,3907,Male
305,Clinical Pharmacology,30-34,292,Male
310,Audio Vestibular Medicine,30-34,3566,Male
311,Clinical Genetics,30-34,2220,Male
313,Clinical Immunology,30-34,2947,Male
314,Rehabilitation Medicine,30-34,5906,Male
315,Palliative Medicine,30-34,434,Male
317,Allergy,30-34,814,Male
320,Cardiology,30-34,36831,Male
321,Paediatric Cardiology,30-34,556,Male
325,Sport and Exercise Medicine,30-34,327,Male
326,Acute Internal Medicine,30-34,3184,Male
330,Dermatology,30-34,66416,Male
340,Respiratory Medicine,30-34,28668,Male
350,Infectious Diseases,30-34,4430,Male
352,Tropical Medicine,30-34,0,Male
360,Genitourinary Medicine,30-34,1865,Male
361,Renal Medicine,30-34,13729,Male
370,Medical Oncology,30-34,8441,Male
371,Nuclear Medicine,30-34,86,Male
400,Neurology,30-34,31201,Male
401,Clinical Neurophysiology,30-34,3314,Male
410,Rheumatology,30-34,14986,Male
420,Paediatrics,30-34,580,Male
421,Paediatric Neurology,30-34,59,Male
430,Geriatric Medicine,30-34,1097,Male
450,Dental Medicine,30-34,2883,Male
451,Special Care Dentistry,30-34,462,Male
460,Medical Ophthalmology,30-34,457,Male
499,"Non-UK Provider; specialty function not known, treatment mainly medical",30-34,0,Male
501,Obstetrics,30-34,1538,Male
502,Gynaecology,30-34,5266,Male
504,Community Sexual and Reproductive Health,30-34,0,Male
560,Midwifery,30-34,213,Male
600,General Medical Practice,30-34,747,Male
601,General Dental Practice,30-34,85,Male
700,Learning Disability,30-34,4215,Male
710,Adult Mental Illness,30-34,45848,Male
711,Child and Adolescent Psychiatry,30-34,5118,Male
712,Forensic Psychiatry,30-34,578,Male
713,Medical Psychotherapy,30-34,741,Male
715,Old Age Psychiatry,30-34,282,Male
800,Clinical Oncology,30-34,7867,Male
810,Radiology,30-34,84610,Male
820,General Pathology,30-34,95,Male
821,Blood Transfusion,30-34,0,Male
822,Chemical Pathology,30-34,1267,Male
823,Haematology,30-34,3761,Male
824,Histopathology,30-34,91,Male
830,Immunopathology,30-34,250,Male
831,Medical Microbiology and Virology,30-34,45,Male
833,Medical Microbiology,30-34,50,Male
834,Medical Virology,30-34,211,Male
900,Community Medicine,30-34,2328,Male
901,Occupational Medicine,30-34,1463,Male
902,Community Health Services Dental,30-34,275,Male
903,Public Health Medicine,30-34,1,Male
950,Nursing,30-34,66313,Male
960,Allied Health Professional,30-34,163981,Male
990,Joint Consultant Clinics (Retired 1 April 2004),30-34,6,Male
&,Not Known,35-39,4069,Male
100,General Surgery,35-39,71749,Male
101,Urology,35-39,49324,Male
107,Vascular Surgery,35-39,555,Male
110,Trauma and Orthopaedics,35-39,176599,Male
120,Ear Nose and Throat,35-39,64260,Male
130,Ophthalmology,35-39,86551,Male
140,Oral Surgery,35-39,21583,Male
141,Restorative Dentistry,35-39,5617,Male
142,Paediatric Dentistry,35-39,18,Male
143,Orthodontics,35-39,4274,Male
145,Oral and Maxillofacial Surgery,35-39,15034,Male
146,Endodontics,35-39,631,Male
147,Periodontics,35-39,151,Male
148,Prosthodontics,35-39,101,Male
149,Surgical Dentistry,35-39,4,Male
150,Neurosurgery,35-39,8965,Male
160,Plastic Surgery,35-39,27236,Male
170,Cardiothoracic Surgery,35-39,1904,Male
171,Paediatric Surgery,35-39,70,Male
180,Emergency Medicine,35-39,7033,Male
190,Anaesthetics,35-39,22719,Male
191,Pain Management (Retired 1 April 2004),35-39,0,Male
192,Intensive Care Medicine,35-39,301,Male
300,General Internal Medicine,35-39,61753,Male
301,Gastroenterology,35-39,63862,Male
302,Endocrinology and Diabetes,35-39,21530,Male
303,Clinical Haematology,35-39,28183,Male
304,Clinical Physiology,35-39,5063,Male
305,Clinical Pharmacology,35-39,504,Male
310,Audio Vestibular Medicine,35-39,4564,Male
311,Clinical Genetics,35-39,3313,Male
313,Clinical Immunology,35-39,3244,Male
314,Rehabilitation Medicine,35-39,6295,Male
315,Palliative Medicine,35-39,496,Male
317,Allergy,35-39,798,Male
320,Cardiology,35-39,46140,Male
321,Paediatric Cardiology,35-39,518,Male
325,Sport and Exercise Medicine,35-39,342,Male
326,Acute Internal Medicine,35-39,3756,Male
330,Dermatology,35-39,75072,Male
340,Respiratory Medicine,35-39,43053,Male
350,Infectious Diseases,35-39,6380,Male
352,Tropical Medicine,35-39,0,Male
360,Genitourinary Medicine,35-39,2591,Male
361,Renal Medicine,35-39,20454,Male
370,Medical Oncology,35-39,12539,Male
371,Nuclear Medicine,35-39,152,Male
400,Neurology,35-39,36251,Male
401,Clinical Neurophysiology,35-39,4260,Male
410,Rheumatology,35-39,22404,Male
420,Paediatrics,35-39,508,Male
421,Paediatric Neurology,35-39,36,Male
430,Geriatric Medicine,35-39,1607,Male
450,Dental Medicine,35-39,3021,Male
451,Special Care Dentistry,35-39,515,Male
460,Medical Ophthalmology,35-39,518,Male
499,"Non-UK Provider; specialty function not known, treatment mainly medical",35-39,0,Male
501,Obstetrics,35-39,3160,Male
502,Gynaecology,35-39,10649,Male
504,Community Sexual and Reproductive Health,35-39,0,Male
560,Midwifery,35-39,205,Male
600,General Medical Practice,35-39,915,Male
601,General Dental Practice,35-39,99,Male
700,Learning Disability,35-39,2838,Male
710,Adult Mental Illness,35-39,45006,Male
711,Child and Adolescent Psychiatry,35-39,2155,Male
712,Forensic Psychiatry,35-39,973,Male
713,Medical Psychotherapy,35-39,839,Male
715,Old Age Psychiatry,35-39,265,Male
800,Clinical Oncology,35-39,10823,Male
810,Radiology,35-39,103178,Male
820,General Pathology,35-39,150,Male
821,Blood Transfusion,35-39,0,Male
822,Chemical Pathology,35-39,2307,Male
823,Haematology,35-39,4977,Male
824,Histopathology,35-39,135,Male
830,Immunopathology,35-39,227,Male
831,Medical Microbiology and Virology,35-39,146,Male
833,Medical Microbiology,35-39,42,Male
834,Medical Virology,35-39,314,Male
900,Community Medicine,35-39,3207,Male
901,Occupational Medicine,35-39,1482,Male
902,Community Health Services Dental,35-39,268,Male
903,Public Health Medicine,35-39,0,Male
950,Nursing,35-39,82401,Male
960,Allied Health Professional,35-39,191583,Male
990,Joint Consultant Clinics (Retired 1 April 2004),35-39,19,Male
&,Not Known,40-44,5221,Male
100,General Surgery,40-44,88376,Male
101,Urology,40-44,59420,Male
107,Vascular Surgery,40-44,879,Male
110,Trauma and Orthopaedics,40-44,182200,Male
120,Ear Nose and Throat,40-44,70543,Male
130,Ophthalmology,40-44,99343,Male
140,Oral Surgery,40-44,20361,Male
141,Restorative Dentistry,40-44,6266,Male
142,Paediatric Dentistry,40-44,0,Male
143,Orthodontics,40-44,3257,Male
145,Oral and Maxillofacial Surgery,40-44,15139,Male
146,Endodontics,40-44,884,Male
147,Periodontics,40-44,165,Male
148,Prosthodontics,40-44,92,Male
149,Surgical Dentistry,40-44,1,Male
150,Neurosurgery,40-44,11823,Male
160,Plastic Surgery,40-44,26863,Male
170,Cardiothoracic Surgery,40-44,2443,Male
171,Paediatric Surgery,40-44,66,Male
180,Emergency Medicine,40-44,6892,Male
190,Anaesthetics,40-44,28298,Male
191,Pain Management (Retired 1 April 2004),40-44,1,Male
192,Intensive Care Medicine,40-44,315,Male
300,General Internal Medicine,40-44,74816,Male
301,Gastroenterology,40-44,72820,Male
302,Endocrinology and Diabetes,40-44,25857,Male
303,Clinical Haematology,40-44,33946,Male
304,Clinical Physiology,40-44,6251,Male
305,Clinical Pharmacology,40-44,691,Male
310,Audio Vestibular Medicine,40-44,5613,Male
311,Clinical Genetics,40-44,3224,Male
313,Clinical Immunology,40-44,2767,Male
314,Rehabilitation Medicine,40-44,7478,Male
315,Palliative Medicine,40-44,968,Male
317,Allergy,40-44,698,Male
320,Cardiology,40-44,59320,Male
321,Paediatric Cardiology,40-44,481,Male
325,Sport and Exercise Medicine,40-44,398,Male
326,Acute Internal Medicine,40-44,4340,Male
330,Dermatology,40-44,77315,Male
340,Respiratory Medicine,40-44,53673,Male
350,Infectious Diseases,40-44,6828,Male
352,Tropical Medicine,40-44,0,Male
360,Genitourinary Medicine,40-44,2571,Male
361,Renal Medicine,40-44,28661,Male
370,Medical Oncology,40-44,16205,Male
371,Nuclear Medicine,40-44,186,Male
400,Neurology,40-44,38203,Male
401,Clinical Neurophysiology,40-44,4985,Male
410,Rheumatology,40-44,30338,Male
420,Paediatrics,40-44,455,Male
421,Paediatric Neurology,40-44,47,Male
430,Geriatric Medicine,40-44,2217,Male
450,Dental Medicine,40-44,3347,Male
451,Special Care Dentistry,40-44,553,Male
460,Medical Ophthalmology,40-44,570,Male
499,"Non-UK Provider; specialty function not known, treatment mainly medical",40-44,0,Male
501,Obstetrics,40-44,3068,Male
502,Gynaecology,40-44,10878,Male
504,Community Sexual and Reproductive Health,40-44,0,Male
560,Midwifery,40-44,190,Male
600,General Medical Practice,40-44,836,Male
601,General Dental Practice,40-44,125,Male
700,Learning Disability,40-44,2484,Male
710,Adult Mental Illness,40-44,47591,Male
711,Child and Adolescent Psychiatry,40-44,796,Male
712,Forensic Psychiatry,40-44,748,Male
713,Medical Psychotherapy,40-44,955,Male
715,Old Age Psychiatry,40-44,344,Male
800,Clinical Oncology,40-44,16095,Male
810,Radiology,40-44,117386,Male
820,General Pathology,40-44,160,Male
821,Blood Transfusion,40-44,0,Male
822,Chemical Pathology,40-44,3199,Male
823,Haematology,40-44,6449,Male
824,Histopathology,40-44,159,Male
830,Immunopathology,40-44,227,Male
831,Medical Microbiology and Virology,40-44,83,Male
833,Medical Microbiology,40-44,62,Male
834,Medical Virology,40-44,293,Male
900,Community Medicine,40-44,3647,Male
901,Occupational Medicine,40-44,1244,Male
902,Community Health Services Dental,40-44,195,Male
903,Public Health Medicine,40-44,1,Male
950,Nursing,40-44,96839,Male
960,Allied Health Professional,40-44,210052,Male
990,Joint Consultant Clinics (Retired 1 April 2004),40-44,25,Male
&,Not Known,45-49,5578,Male
100,General Surgery,45-49,104227,Male
101,Urology,45-49,66052,Male
107,Vascular Surgery,45-49,1138,Male
110,Trauma and Orthopaedics,45-49,187256,Male
120,Ear Nose and Throat,45-49,72170,Male
130,Ophthalmology,45-49,119613,Male
140,Oral Surgery,45-49,19229,Male
141,Restorative Dentistry,45-49,6728,Male
142,Paediatric Dentistry,45-49,28,Male
143,Orthodontics,45-49,2366,Male
145,Oral and Maxillofacial Surgery,45-49,15393,Male
146,Endodontics,45-49,839,Male
147,Periodontics,45-49,215,Male
148,Prosthodontics,45-49,116,Male
149,Surgical Dentistry,45-49,2,Male
150,Neurosurgery,45-49,13920,Male
160,Plastic Surgery,45-49,27009,Male
170,Cardiothoracic Surgery,45-49,3344,Male
171,Paediatric Surgery,45-49,88,Male
180,Emergency Medicine,45-49,6754,Male
190,Anaesthetics,45-49,32648,Male
191,Pain Management (Retired 1 April 2004),45-49,0,Male
192,Intensive Care Medicine,45-49,425,Male
300,General Internal Medicine,45-49,83841,Male
301,Gastroenterology,45-49,78175,Male
302,Endocrinology and Diabetes,45-49,28736,Male
303,Clinical Haematology,45-49,42823,Male
304,Clinical Physiology,45-49,7527,Male
305,Clinical Pharmacology,45-49,700,Male
310,Audio Vestibular Medicine,45-49,6451,Male
311,Clinical Genetics,45-49,2635,Male
313,Clinical Immunology,45-49,2635,Male
314,Rehabilitation Medicine,45-49,8962,Male
315,Palliative Medicine,45-49,1171,Male
317,Allergy,45-49,567,Male
320,Cardiology,45-49,73288,Male
321,Paediatric Cardiology,45-49,442,Male
325,Sport and Exercise Medicine,45-49,398,Male
326,Acute Internal Medicine,45-49,4857,Male
330,Dermatology,45-49,77798,Male
340,Respiratory Medicine,45-49,60296,Male
350,Infectious Diseases,45-49,7225,Male
352,Tropical Medicine,45-49,0,Male
360,Genitourinary Medicine,45-49,2303,Male
361,Renal Medicine,45-49,33062,Male
370,Medical Oncology,45-49,23960,Male
371,Nuclear Medicine,45-49,234,Male
400,Neurology,45-49,40334,Male
401,Clinical Neurophysiology,45-49,5582,Male
410,Rheumatology,45-49,35001,Male
420,Paediatrics,45-49,475,Male
421,Paediatric Neurology,45-49,40,Male
430,Geriatric Medicine,45-49,2954,Male
450,Dental Medicine,45-49,3653,Male
451,Special Care Dentistry,45-49,460,Male
460,Medical Ophthalmology,45-49,820,Male
499,"Non-UK Provider; specialty function not known, treatment mainly medical",45-49,0,Male
501,Obstetrics,45-49,1796,Male
502,Gynaecology,45-49,6766,Male
504,Community Sexual and Reproductive Health,45-49,0,Male
560,Midwifery,45-49,104,Male
600,General Medical Practice,45-49,950,Male
601,General Dental Practice,45-49,139,Male
700,Learning Disability,45-49,2090,Male
710,Adult Mental Illness,45-49,46006,Male
711,Child and Adolescent Psychiatry,45-49,619,Male
712,Forensic Psychiatry,45-49,923,Male
713,Medical Psychotherapy,45-49,873,Male
715,Old Age Psychiatry,45-49,380,Male
800,Clinical Oncology,45-49,23269,Male
810,Radiology,45-49,131129,Male
820,General Pathology,45-49,124,Male
821,Blood Transfusion,45-49,0,Male
822,Chemical Pathology,45-49,3952,Male
823,Haematology,45-49,6924,Male
824,Histopathology,45-49,101,Male
830,Immunopathology,45-49,241,Male
831,Medical Microbiology and Virology,45-49,99,Male
833,Medical Microbiology,45-49,72,Male
834,Medical Virology,45-49,205,Male
900,Community Medicine,45-49,5130,Male
901,Occupational Medicine,45-49,1158,Male
902,Community Health Services Dental,45-49,183,Male
903,Public Health Medicine,45-49,6,Male
950,Nursing,45-49,111412,Male
960,Allied Health Professional,45-49,230130,Male
990,Joint Consultant Clinics (Retired 1 April 2004),45-49,45,Male
&,Not Known,50-54,5040,Male
100,General Surgery,50-54,110771,Male
101,Urology,50-54,76114,Male
107,Vascular Surgery,50-54,1519,Male
110,Trauma and Orthopaedics,50-54,184342,Male
120,Ear Nose and Throat,50-54,72054,Male
130,Ophthalmology,50-54,148045,Male
140,Oral Surgery,50-54,18666,Male
141,Restorative Dentistry,50-54,7626,Male
142,Paediatric Dentistry,50-54,4,Male
143,Orthodontics,50-54,1765,Male
145,Oral and Maxillofacial Surgery,50-54,15298,Male
146,Endodontics,50-54,889,Male
147,Periodontics,50-54,242,Male
148,Prosthodontics,50-54,128,Male
149,Surgical Dentistry,50-54,16,Male
150,Neurosurgery,50-54,15123,Male
160,Plastic Surgery,50-54,25190,Male
170,Cardiothoracic Surgery,50-54,4244,Male
171,Paediatric Surgery,50-54,68,Male
180,Emergency Medicine,50-54,6133,Male
190,Anaesthetics,50-54,35832,Male
191,Pain Management (Retired 1 April 2004),50-54,2,Male
192,Intensive Care Medicine,50-54,516,Male
300,General Internal Medicine,50-54,94023,Male
301,Gastroenterology,50-54,77443,Male
302,Endocrinology and Diabetes,50-54,31143,Male
303,Clinical Haematology,50-54,51768,Male
304,Clinical Physiology,50-54,8818,Male
305,Clinical Pharmacology,50-54,655,Male
310,Audio Vestibular Medicine,50-54,7370,Male
311,Clinical Genetics,50-54,2135,Male
313,Clinical Immunology,50-54,2350,Male
314,Rehabilitation Medicine,50-54,10440,Male
315,Palliative Medicine,50-54,1644,Male
317,Allergy,50-54,525,Male
320,Cardiology,50-54,89711,Male
321,Paediatric Cardiology,50-54,308,Male
325,Sport and Exercise Medicine,50-54,348,Male
326,Acute Internal Medicine,50-54,5034,Male
330,Dermatology,50-54,78287,Male
340,Respiratory Medicine,50-54,65884,Male
350,Infectious Diseases,50-54,7057,Male
352,Tropical Medicine,50-54,0,Male
360,Genitourinary Medicine,50-54,2349,Male
361,Renal Medicine,50-54,35964,Male
370,Medical Oncology,50-54,29641,Male
371,Nuclear Medicine,50-54,263,Male
400,Neurology,50-54,41515,Male
401,Clinical Neurophysiology,50-54,6047,Male
410,Rheumatology,50-54,37583,Male
420,Paediatrics,50-54,338,Male
421,Paediatric Neurology,50-54,38,Male
430,Geriatric Medicine,50-54,3999,Male
450,Dental Medicine,50-54,4363,Male
451,Special Care Dentistry,50-54,454,Male
460,Medical Ophthalmology,50-54,1093,Male
499,"Non-UK Provider; specialty function not known, treatment mainly medical",50-54,0,Male
501,Obstetrics,50-54,791,Male
502,Gynaecology,50-54,3118,Male
504,Community Sexual and Reproductive Health,50-54,0,Male
560,Midwifery,50-54,24,Male
600,General Medical Practice,50-54,975,Male
601,General Dental Practice,50-54,141,Male
700,Learning Disability,50-54,1730,Male
710,Adult Mental Illness,50-54,41739,Male
711,Child and Adolescent Psychiatry,50-54,574,Male
712,Forensic Psychiatry,50-54,793,Male
713,Medical Psychotherapy,50-54,893,Male
715,Old Age Psychiatry,50-54,366,Male
800,Clinical Oncology,50-54,33174,Male
810,Radiology,50-54,141387,Male
820,General Pathology,50-54,135,Male
821,Blood Transfusion,50-54,0,Male
822,Chemical Pathology,50-54,4153,Male
823,Haematology,50-54,9397,Male
824,Histopathology,50-54,149,Male
830,Immunopathology,50-54,193,Male
831,Medical Microbiology and Virology,50-54,271,Male
833,Medical Microbiology,50-54,76,Male
834,Medical Virology,50-54,199,Male
900,Community Medicine,50-54,6704,Male
901,Occupational Medicine,50-54,1008,Male
902,Community Health Services Dental,50-54,120,Male
903,Public Health Medicine,50-54,2,Male
950,Nursing,50-54,126523,Male
960,Allied Health Professional,50-54,245144,Male
990,Joint Consultant Clinics (Retired 1 April 2004),50-54,57,Male
&,Not Known,55-59,5974,Male
100,General Surgery,55-59,141745,Male
101,Urology,55-59,116624,Male
107,Vascular Surgery,55-59,2336,Male
110,Trauma and Orthopaedics,55-59,233277,Male
120,Ear Nose and Throat,55-59,87130,Male
130,Ophthalmology,55-59,217065,Male
140,Oral Surgery,55-59,21447,Male
141,Restorative Dentistry,55-59,9948,Male
142,Paediatric Dentistry,55-59,7,Male
143,Orthodontics,55-59,1434,Male
145,Oral and Maxillofacial Surgery,55-59,18603,Male
146,Endodontics,55-59,1048,Male
147,Periodontics,55-59,321,Male
148,Prosthodontics,55-59,121,Male
149,Surgical Dentistry,55-59,5,Male
150,Neurosurgery,55-59,19274,Male
160,Plastic Surgery,55-59,30369,Male
170,Cardiothoracic Surgery,55-59,7115,Male
171,Paediatric Surgery,55-59,96,Male
180,Emergency Medicine,55-59,6446,Male
190,Anaesthetics,55-59,48070,Male
191,Pain Management (Retired 1 April 2004),55-59,3,Male
192,Intensive Care Medicine,55-59,605,Male
300,General Internal Medicine,55-59,125825,Male
301,Gastroenterology,55-59,91282,Male
302,Endocrinology and Diabetes,55-59,39835,Male
303,Clinical Haematology,55-59,75136,Male
304,Clinical Physiology,55-59,12022,Male
305,Clinical Pharmacology,55-59,659,Male
310,Audio Vestibular Medicine,55-59,9671,Male
311,Clinical Genetics,55-59,1864,Male
313,Clinical Immunology,55-59,2547,Male
314,Rehabilitation Medicine,55-59,11271,Male
315,Palliative Medicine,55-59,3132,Male
317,Allergy,55-59,472,Male
320,Cardiology,55-59,133359,Male
321,Paediatric Cardiology,55-59,338,Male
325,Sport and Exercise Medicine,55-59,415,Male
326,Acute Internal Medicine,55-59,5934,Male
330,Dermatology,55-59,96085,Male
340,Respiratory Medicine,55-59,84825,Male
350,Infectious Diseases,55-59,8197,Male
352,Tropical Medicine,55-59,0,Male
360,Genitourinary Medicine,55-59,2727,Male
361,Renal Medicine,55-59,46389,Male
370,Medical Oncology,55-59,46296,Male
371,Nuclear Medicine,55-59,403,Male
400,Neurology,55-59,50878,Male
401,Clinical Neurophysiology,55-59,7386,Male
410,Rheumatology,55-59,47438,Male
420,Paediatrics,55-59,400,Male
421,Paediatric Neurology,55-59,35,Male
430,Geriatric Medicine,55-59,6327,Male
